reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A39Z4OU2C7ENWH,0972683275,Dave C,"[1, 1]","I gave this mount 3 stars.5 to start because out of the box, and mounted on the wall, I really liked it for my daughter's room. The ability to move her 26"" TV around so she can play in other areas of the room is a welcomed addition.I subtracted 1 star because of the tacky instructions and poor cable management for something that moves at maximum, about 2 feet away from the wall.1 more star fell off because now that the TV is mounted, the mount seems to sag, even though there are two huge lag bolts in a stud mounting it. That parts not the problem, the problem is where the tv mounts to the plate itself, it seems no matter how many washers you use, it just does not make full contact. Also if you move the TV to a new position the mounts seems to want to ""fall"" in that direction on its hinges. SO it must be releveled by yanking on it every time it moves.Otherwise, it works I guess. But for $50 I'd rather have a stationary mount that I never have to worry about. I would not set a tv larger than a 30"" or so on this. I just don't trust it.",3.0,"Works, but I don't trust it",1328572800,"02 7, 2012"
A2E5IK9TUH8UPD,0972683275,David,"[0, 0]","For the price, this wall mount is great.  Not too hard to install.  The only reason I didn't give it a 5 star is wire management.  I could not get the little loop to work.  Not a big deal at all however.  Overall, I highly recommend this product.  Well worth the money.",4.0,Easy to install.  Wire managment is not the best.,1331078400,"03 7, 2012"
AEQR0VUFBZXUY,0972683275,"D. Durbin ""Student of Poetry, Student of Life""","[0, 0]","Needed a corner mounted Flatscreen. This did the job well, easy to install. I had to mount in a metal stud, so I used two support boards in the back to distribute the weight more evenly. Expectations of item met at a fraction of the cost from competitors.",5.0,Good corner mount,1363737600,"03 20, 2013"
A13BWQDECDDVIZ,0972683275,D. Jacobs,"[0, 0]","I'd never bought one of these, mainly due to the high prices in the retail stores.  I hadn't looked online much, and hadn't really needed a monitor mounting device until recently.This thing is well built, and it does the job.  It's not fancy but if you are just looking for an inexpensive way to hang a monitor (TV or PC) on the wall this will do the job.  It comes with a nice bag of heavy-duty hardware.  It is primarily designed for mounting TV sets, but you can get it to work with a PC monitor, as long as it has the VESA mounting.It mainly articulates side-to-side and in-and-out.  It'll pivot a bit up and down, but that's limited.",4.0,VideoSecu,1296950400,"02 6, 2011"
A12XCRHPREC51Y,0972683275,DnP,"[0, 0]","Only gave this four stars because it's only supporting a 32&#34; TV. I think I would be scared to mount a 55&#34; TV on it. If you sprang for a 50&#34; or bigger TV, spend a little more on a properly rated mount. As with any TV mount, make sure you're hitting wall studs with the main screws, don't just use anchors in drywall or you're asking for trouble. LOTS of hardware included in the kit, so mounting any style or brand of TV shouldn't be a problem.",4.0,Nice mount for the money.,1371427200,"06 17, 2013"
A3QPJS71FU70MX,0972683275,Donald Jones,"[0, 0]","Nothing fancy, just decent quality and simple installation.  As may have been mentioned, one must discard the provided Phillips screws that the manufacturer provides to affix the bracket to the wall stud.  Use your own.  The TV I mounted with it is an older flat-panel, so it's a little heavier than the news ones.  This thing isn't fazed, and stays where I put it.",4.0,These mounts are amazing,1380240000,"09 27, 2013"
A2A3B0JX2JRS6S,0972683275,Dustan Dennington,"[0, 0]",Amazing how easy it is to move my 46&#34; around on this mount and able to hang off one stud. Nice quality feel to metal it is made of.,5.0,in love with this mount,1379462400,"09 18, 2013"
A1ZPEZMQBCTZQN,0972683275,Dusty,"[0, 0]","Very sturdy. The arm is very stiff at first so you have to work it lose.  However, the mount works great, just make sure you get that stud just right. I was impressed with the quality and happy with the price.",4.0,Works great.,1384300800,"11 13, 2013"
A2OGXHE7PVLTOE,0972683275,D. Wallas,"[0, 0]","Don't have anything to really complain about.  EXCEPT there doesn't seem to be a way, or i'm missing it to tilt the TV up or down (ie. mounted high on the wall and pointed down towards the chair).  and i am quite savvy with tools/assembly/etc. And it is difficult to get to the bolt heads on the back of the TV to adjust the angle.  No reason to not buy it though.",4.0,no problems with it.  works as intended.,1324080000,"12 17, 2011"
A3OYE7X2O08LNT,0972683275,dwilly910,"[0, 0]","Bought the mount for my 30&#34; Dell U3011 monitor.  It fits the Dell quite well, and I bought it for it's reach from the wall, it's ability to manipulate, and it's weight capacity.  And in all those respects, I'm quite happy.However, there is a noticeable tilt/sag to the monitor when I have the arm extended.  I'm not so concerned with sag perpendicular to the wall, as that was expected, but the rotational sag that I sometimes get.",4.0,"Works good, but has some sag",1360195200,"02 7, 2013"
A2LR9WP2JGDT8E,0972683275,E. Coronel,"[0, 2]","The mount plate and the extender arms need to be screwed together and there are two holes for each arm to attach to the corner of the plate. The holes don't align so I couldn't put two screws in. I just used one screw which is not the most secure attachment. Then I used zip ties to secure the arm better. I did this because I had to install the tv ASAP and could not wait for a replacement. Also, the mounting bracket that attaches to the wall has a larger screw hole on the bottom. This means that the bottom can wiggle and the bracket will be misaligned. Again, I did a quick fix. I gave this 2 stars and not 1 because it actually stayed up on the wall and is now holding my tv, albeit due to my own ingenuity and not the quality of the mount. I should not have to do quick fixes on a product like this.",2.0,screw holes don't align,1355702400,"12 17, 2012"
A18FTRFQQ141CP,0972683275,ela92,"[0, 0]","VERY HAPPY, it looks great, I'm so happy we got it. Holds good, it is a lil hard to get it to the wall. Other then that its fine I love how we have more room in our room. My husband is so happy I ordered this, it only cost us $28 free shipping and FAST(: VERY THANKFUL TO THE SELLER.",5.0,SAMSUNG 32in PLASMA(: DOES THE WORK FOR US ( FAST SHIPPING!!!!!!!!),1332028800,"03 18, 2012"
A1XEYWWDJ09OEA,0972683275,Eric Fleckenstein,"[0, 0]","I wasn't willing to pay $100 for simply mounting a TV, so I bought this item to give it a shot. I have no real complaints.  It holds the TV up, which is all I wanted.  It does not have smooth pivot points, so if you're planning on moving it around a lot, don't use this one, but if it's going to stay in a static area, this is your mount.",4.0,Great mount for the price,1297468800,"02 12, 2011"
A2JMN2JA9LSHVL,0972683275,Eric G. Gruner,"[1, 2]","Bought NEW but I could tell right away that mine had been repackaged and refurbished.  Plus the was missing the 4 arms but had some other random hardware included.  I made mine work for my 32&#34; set and it serves it's purpose. Just wish the seller was upfront on the condition, I could have bought a used one for $5 less.",1.0,"Bought NEW Stand for $25, but mine had the 4 arms missing and was refurbished",1354320000,"12 1, 2012"
A3ATF868IEP191,0972683275,Eric,"[0, 0]",This is a rather good tv mount. This tv mount works exactly as expected and described. I would buy again.,4.0,good mount,1360540800,"02 11, 2013"
A14O9P3DV5EHKO,0972683275,E. Solch,"[0, 1]","I had to use a hacksaw to cut away part of this to hang my 24&#34; LED TV in my bedroom. Other than that, seems to work fine.",3.0,A little big for 24&#34; TV's,1359331200,"01 28, 2013"
AVHB9LLVCTEKY,0972683275,Evan Caltrider,"[0, 0]","I have a 42&#34; Hannspree LCD TV. It weighs 42.5 lbs. Most other reviews said they had a TV smaller than this so I was a little skeptical but got it because of the good price and it said it could hold 60 or so lbs. Most of my reservation was because it was the first time I've mounted a TV and worried it would fall within a week. I've had it over a month and its nice to have it be able to swing out, extend, and angle. I like the fact that I can get a bigger TV and still use this mount as its in my living room. It was not too hard to install. I bought a stud finder because I didn't have one and most everything else I already had to install it. I do highly recommend recruiting some help with the install, at least for when putting the TV on. This would be extremely hard by yourself, especially if you have a bigger TV. Overall, very happy with this mount.",5.0,Good and versatile,1375142400,"07 30, 2013"
